,Thread Title,Username,post date,linked post,thread post,thread_post_processed
332,SMU Information Systems Interview,blurry101,"May 6, 2010","prelude89 said:
dun b too upset, go appeal! at least can stand a chance. still got 2nd acceptance window.. anyway, u're from poly as well? went for the interview too?","prelude89, i'm from a jc and i went for the interview alrdy.. yup i'll appeal and c how it goes.. hope ntu accepts me so i don't need to worry so much..",prelude89 i'm from a jc and i went for the interview alrdy yup i'll appeal and c how it goes hope ntu accepts me so i don't need to worry so much
333,SMU Information Systems Interview,jerlyn90,"May 7, 2010","prelude89 said:
hi! when u got the call for interview? mind sharing ur gpa? thks!","on Wednesday I received call from them. ytd I got back to them and indicate my interest. CGPa is 3.58.. miobox123 said:
oh.. like how many chicken rice stall in singapore? how many piano tuner in new york? 3 mins only good luck mate. 
3 mins? Verbally or written?","on wednesday i received call from them ytd i got back to them and indicate my interest cgpa is 358 miobox123 said:
oh like how many chicken rice stall in singapore how many piano tuner in new york 3 mins only good luck mate 
3 mins verbally or written"
334,SMU Information Systems Interview,angelritez,"May 7, 2010","jerlyn90 said:
3 mins? Verbally or written?",3mins to think as well as write,3mins to think as well as write
335,SMU Information Systems Interview,random_person,"May 7, 2010", ,This was the question I got.. How many public bus stops are there in Singapore?. Good luck.,this was the question i got how many public bus stops are there in singapore good luck
336,SMU Information Systems Interview,0402927H,"May 9, 2010", ,haha. welcome to hell guys!,haha welcome to hell guys
337,SMU Information Systems Interview,Golden_Fox,"May 9, 2010", ,"I'm lucky this year, I didn't get such questions like how many emails will Singaporeans receive in a day, how many chicken rice stalls and how many bus stops.. Mine was how many people can enter a mrt during rush hour.",i'm lucky this year i didn't get such questions like how many emails will singaporeans receive in a day how many chicken rice stalls and how many bus stops mine was how many people can enter a mrt during rush hour
338,SMU Information Systems Interview,0402927H,"May 9, 2010", ,haha. good job golden fox. welcome to hell! i think i roughly still rmb u.,haha good job golden fox welcome to hell i think i roughly still rmb u
339,SMU Information Systems Interview,agenda,"May 9, 2010","0402927H said:
haha. good job golden fox. welcome to hell! i think i roughly still rmb u.","i like your nick, hope you already graduated lol",i like your nick hope you already graduated lol
340,SMU Information Systems Interview,0402927H,"May 9, 2010", ,havent graduated. still a long way to go! haha. are you coming to ISM this year too?,havent graduated still a long way to go haha are you coming to ism this year too
341,SMU Information Systems Interview,agenda,"May 9, 2010", ,"no, rejected with interview. writing a piece of bomb letter to them now. hopefully they at least call me or something.",no rejected with interview writing a piece of bomb letter to them now hopefully they at least call me or something
342,SMU Information Systems Interview,0402927H,"May 9, 2010", ,haha ok. good luck,haha ok good luck
343,SMU Information Systems Interview,angelritez,"May 10, 2010","0402927H said:
haha. welcome to hell guys!",. Is ISM that bad such that you will call it hell? Is the workload that bad?, is ism that bad such that you will call it hell is the workload that bad
344,SMU Information Systems Interview,OKK77,"May 10, 2010","angelritez said:
Is ISM that bad such that you will call it hell? Is the workload that bad?","There are a few killer courses (Software Engi & IS480, anyone? ) but nothing you can't handle with some interest and consistent work. Admittedly, the increase in effort required for each step up in grade is quite exponential.",there are a few killer courses (software engi & is480 anyone ) but nothing you can't handle with some interest and consistent work admittedly the increase in effort required for each step up in grade is quite exponential
345,SMU Information Systems Interview,miobox123,"May 10, 2010", ,wth.. still pending .. how loonggg..,wth still pending  how loonggg
346,SMU Information Systems Interview,lgp.rebecca,"May 10, 2010","miobox123 said:
wth.. still pending .. how loonggg..",i am worst la. still pending. no interview calls. no rejection letter. this week is the last week for interview calls to come i guess. going insane soon.,i am worst la still pending no interview calls no rejection letter this week is the last week for interview calls to come i guess going insane soon
347,SMU Information Systems Interview,angelritez,"May 10, 2010","OKK77 said:
There are a few killer courses (Software Engi & IS480, anyone? ) but nothing you can't handle with some interest and consistent work. Admittedly, the increase in effort required for each step up in grade is quite exponential.","
Ahhh ic..Thanks a lot!. My application is still pending as well....good luck guys!","
ahhh icthanks a lot my application is still pending as wellgood luck guys"
348,SMU Information Systems Interview,miobox123,"May 10, 2010", ,anyone 27 apr interview. accepted?,anyone 27 apr interview accepted
349,SMU Information Systems Interview,Amancia,"May 11, 2010", ,I thought I should give an update. I received my offer from SMU SIS yesterday evening and my interview was on the 29th April. I did not think I will be offered because I screwed up the estimation question. I was the only one in the group that failed to come up with an answer and my reasoning was rather off. The dean even corrected me several times while I was explaining.,i thought i should give an update i received my offer from smu sis yesterday evening and my interview was on the 29th april i did not think i will be offered because i screwed up the estimation question i was the only one in the group that failed to come up with an answer and my reasoning was rather off the dean even corrected me several times while i was explaining
350,SMU Information Systems Interview,OKK77,"May 11, 2010","Amancia said:
I thought I should give an update. I received my offer from SMU SIS yesterday evening and my interview was on the 29th April. I did not think I will be offered because I screwed up the estimation question. I was the only one in the group that failed to come up with an answer and my reasoning was rather off. The dean even corrected me several times while I was explaining.
Click to expand...","For my year, we were asked to estimate the number of barrels of tar needed to maintain the roads in Singapore. I didn't have a number but only a small scribble of how I would estimate.",for my year we were asked to estimate the number of barrels of tar needed to maintain the roads in singapore i didn't have a number but only a small scribble of how i would estimate
351,SMU Information Systems Interview,Jamesang15,"May 11, 2010", ,I gotten the offer this afternoon via email.. Went for the interview on 10th April 12pm slot. Dip in Electronic Engineering with GPA of 3.45 from RP. . . Proud to be a RP student,i gotten the offer this afternoon via email went for the interview on 10th april 12pm slot dip in electronic engineering with gpa of 345 from rp   proud to be a rp student
352,SMU Information Systems Interview,littlelollipopz,"May 11, 2010", ,hey guys.. I was accepted by SIS. Interview was at 10 Apr... All the best for those who had taken/going to take their interview! Thanks for the support in this thread! Without you guys I wouldnt have undergone the interview successfully.,hey guys i was accepted by sis interview was at 10 apr all the best for those who had taken/going to take their interview thanks for the support in this thread without you guys i wouldnt have undergone the interview successfully
353,SMU Information Systems Interview,miobox123,"May 12, 2010", ,anyone still pending?...,anyone still pending
354,SMU Information Systems Interview,edwin146234,"May 13, 2010", ,"Me! I'm also pending for results... Very sad.... Hm... I went for 22 Apr's interview... No news... Is it possible that they send the results by alphabetical order? Btw, my first alphabet in my name (as in NRIC) is S.",me i'm also pending for results very sad hm i went for 22 apr's interview no news is it possible that they send the results by alphabetical order btw my first alphabet in my name (as in nric) is s
355,SMU Information Systems Interview,agenda,"May 13, 2010","Jamesang15 said:
I gotten the offer this afternoon via email.. Went for the interview on 10th April 12pm slot. Dip in Electronic Engineering with GPA of 3.45 from RP. Proud to be a RP student
Click to expand...","Waaa.. no offence, my result better than yours by 0.02 with a relevant diploma, got rejected without interview.. cant fathom the reason why, considering the amount of competitions, cca, leadership activities and overseas attachment i have to my name. til now i still can't figure out why i was just rejected straight out.",waaa no offence my result better than yours by 002 with a relevant diploma got rejected without interview cant fathom the reason why considering the amount of competitions cca leadership activities and overseas attachment i have to my name til now i still can't figure out why i was just rejected straight out
356,SMU Information Systems Interview,prelude89,"May 13, 2010","agenda said:
Waaa.. no offence, my result better than yours by 0.02 with a relevant diploma, got rejected without interview.. cant fathom the reason why, considering the amount of competitions, cca, leadership activities and overseas attachment i have to my name. til now i still can't figure out why i was just rejected straight out.
Click to expand...","
when u got the rejection? u checked from the eservices?. it seems like the cut off is much higher compared to last yr?","
when u got the rejection u checked from the eservices it seems like the cut off is much higher compared to last yr"
357,SMU Information Systems Interview,agenda,"May 13, 2010","prelude89 said:
when u got the rejection? u checked from the eservices?. it seems like the cut off is much higher compared to last yr?","yea eservices, got through mail 2 days later.. everyday the COP is increasing, but it doesn't make sense that our gpa is similar but i didn't get called for interviwe.",yea eservices got through mail 2 days later everyday the cop is increasing but it doesn't make sense that our gpa is similar but i didn't get called for interviwe
358,SMU Information Systems Interview,miobox123,"May 13, 2010", ,email the ad office? or call them up agenda,email the ad office or call them up agenda
359,SMU Information Systems Interview,agenda,"May 13, 2010","miobox123 said:
email the ad office? or call them up agenda","i think they will definitely give me some scripted answer along the lines of ""We cannot disclose information blah blah blah, we process each application on a case by case basis blah blah blah. if you like however, you can choose to submit an appeal blah blah blah"". i just sent them a appeal letter, have this sinister plan coming up.","i think they will definitely give me some scripted answer along the lines of ""we cannot disclose information blah blah blah we process each application on a case by case basis blah blah blah if you like however you can choose to submit an appeal blah blah blah"" i just sent them a appeal letter have this sinister plan coming up"
360,SMU Information Systems Interview,miobox123,"May 13, 2010", ,i called them up .. they said sent in batches based on interview cum acadamic results,i called them up  they said sent in batches based on interview cum acadamic results
361,SMU Information Systems Interview,Jamesang15,"May 13, 2010","agenda said:
Waaa.. no offence, my result better than yours by 0.02 with a relevant diploma, got rejected without interview.. cant fathom the reason why, considering the amount of competitions, cca, leadership activities and overseas attachment i have to my name. til now i still can't figure out why i was just rejected straight out.
Click to expand...",Aww.. That's weird!!. Rejected without any interview... hmm.... I really hope is not the system fault that left you out somewhere.,aww that's weird rejected without any interview hmm i really hope is not the system fault that left you out somewhere
362,SMU Information Systems Interview,agenda,"May 13, 2010","Jamesang15 said:
Aww.. That's weird!!. Rejected without any interview... hmm.... I really hope is not the system fault that left you out somewhere.",did you put ISM as first choice?,did you put ism as first choice
363,SMU Information Systems Interview,Jamesang15,"May 13, 2010","agenda said:
did you put ISM as first choice?","Yes. it was my first choice for this year.. But it was my second choice last year, yet they still asked me to go for interview.. How about you?",yes it was my first choice for this year but it was my second choice last year yet they still asked me to go for interview how about you
364,SMU Information Systems Interview,angelritez,"May 13, 2010","miobox123 said:
anyone still pending?...",mine is still pending too...taking forever......... Oh welll....,mine is still pending tootaking forever oh welll
365,SMU Information Systems Interview,lgp.rebecca,"May 13, 2010", ,my application has been rejected.,my application has been rejected
366,SMU Information Systems Interview,agenda,"May 13, 2010","Jamesang15 said:
Yes. it was my first choice for this year.. But it was my second choice last year, yet they still asked me to go for interview.. How about you?","4th.. anyway i got the answer, they say they felt that i did not have passion for IT as per reflected on my choices... anyway, how was the competition last year for you? did the GP go up alot?",4th anyway i got the answer they say they felt that i did not have passion for it as per reflected on my choices anyway how was the competition last year for you did the gp go up alot
367,SMU Information Systems Interview,Amancia,"May 13, 2010", ,"Yes, I think the dean does care about how you ranked his school. During my interview, he questioned this interviewee on why she put SIS as her second choice. He knew about our choices. For me, I placed SIS as the only choice for SMU. I left the rest of the choices blank.. May I ask how you knew the reason why they rejected you? You e mailed them?. EDIT : I must add that when he was very nice when he asked the interviewee about her choices, so I am unsure if it really matters to him or not.",yes i think the dean does care about how you ranked his school during my interview he questioned this interviewee on why she put sis as her second choice he knew about our choices for me i placed sis as the only choice for smu i left the rest of the choices blank may i ask how you knew the reason why they rejected you you e mailed them edit : i must add that when he was very nice when he asked the interviewee about her choices so i am unsure if it really matters to him or not
368,SMU Information Systems Interview,miobox123,"May 13, 2010", ,"rebecca, when did u go for ur interview?",rebecca when did u go for ur interview
369,SMU Information Systems Interview,miobox123,"May 13, 2010", ,**** lah... i put is 3rd choice... my interview so long agio.. now still pending,**** lah i put is 3rd choice my interview so long agio now still pending
370,SMU Information Systems Interview,lgp.rebecca,"May 13, 2010","miobox123 said:
rebecca, when did u go for ur interview?",no interviews. how much chances do i have if i appeal?,no interviews how much chances do i have if i appeal
371,SMU Information Systems Interview,Jamesang15,"May 13, 2010","agenda said:
4th.. anyway i got the answer, they say they felt that i did not have passion for IT as per reflected on my choices... anyway, how was the competition last year for you? did the GP go up alot?","Good that you managed to find out where went wrong and why.. The GP for SIS did not have much changes as compared to last year.. The interview group for last year was very competitive as most of them are quite vocal. And partly I screwed the interview up too, was being too nervous.. Are you currently serving or going to NS?. If yes, no worries, you still have 2 more tokens to use. Just make sure you know how to play the game and play it correctly next year.. Just being curious.. What did you put for 1st and 2nd choice? No news from them?",good that you managed to find out where went wrong and why the gp for sis did not have much changes as compared to last year the interview group for last year was very competitive as most of them are quite vocal and partly i screwed the interview up too was being too nervous are you currently serving or going to ns if yes no worries you still have 2 more tokens to use just make sure you know how to play the game and play it correctly next year just being curious what did you put for 1st and 2nd choice no news from them
372,SMU Information Systems Interview,miobox123,"May 13, 2010", ,eh ****. my friend who got accepted said there's a tea party this sat!... and my application still pending. WTF? so wat now?,eh **** my friend who got accepted said there's a tea party this sat and my application still pending wtf so wat now
373,SMU Information Systems Interview,red_devilz,"May 13, 2010","miobox123 said:
eh ****. my friend who got accepted said there's a tea party this sat!... and my application still pending. WTF? so wat now?","They should have another tea party to cater to people who are accepted during the second acceptance window. Relax, mai kan cheong",they should have another tea party to cater to people who are accepted during the second acceptance window relax mai kan cheong
374,SMU Information Systems Interview,Amancia,"May 13, 2010", ,"I do think that offers can still come after the tea session? For example, NUS FASS held their welcome talk for accepted polytechnic applicants on April 22nd and many people received their offers after the talk. Unless someone tell you explicitly otherwise, please stay calm.",i do think that offers can still come after the tea session for example nus fass held their welcome talk for accepted polytechnic applicants on april 22nd and many people received their offers after the talk unless someone tell you explicitly otherwise please stay calm
375,SMU Information Systems Interview,miobox123,"May 13, 2010", ,seriously..... my friend went for interview on 5th of may. mine was on 27th apr.. and he got in alrdy! i can affirm that i was like the best during the interview. could it be bcos it;s my 3rd choice? zzz,seriously my friend went for interview on 5th of may mine was on 27th apr and he got in alrdy i can affirm that i was like the best during the interview could it be bcos it;s my 3rd choice zzz
376,SMU Information Systems Interview,Jamesang15,"May 13, 2010","miobox123 said:
eh ****. my friend who got accepted said there's a tea party this sat!... and my application still pending. WTF? so wat now?","miobox123 said:
seriously..... my friend went for interview on 5th of may. mine was on 27th apr.. and he got in alrdy! i can affirm that i was like the best during the interview. could it be bcos it;s my 3rd choice? zzz. 
What I can suggest to you is to wait for the result and no matter what, accept the result with open minded.. And oh, once you are being shortlisted to attend the interview, it doesn't matter on which choice you put for that course anymore.. I went through the same agony as you last year, feel equally nervous, impatient and to certain extend, irritated.. Just to share with you, when my application was rejected last year, I took 1 whole year to reflect what went wrong during the interview and I learn from it.. I hope this can apply to you too, if any case, the result is negative, don't give up, think and rethink, reflect and reflect on what went wrong during the interview and improve from it.. ""The brick wall is there to show how badly you want a thing""  Randy Pausch","miobox123 said:
seriously my friend went for interview on 5th of may mine was on 27th apr and he got in alrdy i can affirm that i was like the best during the interview could it be bcos it;s my 3rd choice zzz 
what i can suggest to you is to wait for the result and no matter what accept the result with open minded and oh once you are being shortlisted to attend the interview it doesn't matter on which choice you put for that course anymore i went through the same agony as you last year feel equally nervous impatient and to certain extend irritated just to share with you when my application was rejected last year i took 1 whole year to reflect what went wrong during the interview and i learn from it i hope this can apply to you too if any case the result is negative don't give up think and rethink reflect and reflect on what went wrong during the interview and improve from it ""the brick wall is there to show how badly you want a thing""  randy pausch"
377,SMU Information Systems Interview,sceneofsins,"May 13, 2010","miobox123 said:
seriously..... my friend went for interview on 5th of may. mine was on 27th apr.. and he got in alrdy! i can affirm that i was like the best during the interview. could it be bcos it;s my 3rd choice? zzz","If you know it yourself that you performed well, be confident that you'll receive your letter soon.",if you know it yourself that you performed well be confident that you'll receive your letter soon
378,SMU Information Systems Interview,miobox123,"May 13, 2010", ,haha cos the prof was like.. we know why u put is 3rd choice.. you might speak well have strong cca test but you know alot of ppl came IS and regretted? haha. i quickly put split out words of assurance..,haha cos the prof was like we know why u put is 3rd choice you might speak well have strong cca test but you know alot of ppl came is and regretted haha i quickly put split out words of assurance
379,SMU Information Systems Interview,agenda,"May 13, 2010","Jamesang15 said:
Good that you managed to find out where went wrong and why.. The GP for SIS did not have much changes as compared to last year.. The interview group for last year was very competitive as most of them are quite vocal. And partly I screwed the interview up too, was being too nervous.. Are you currently serving or going to NS?. If yes, no worries, you still have 2 more tokens to use. Just make sure you know how to play the game and play it correctly next year.. Just being curious.. What did you put for 1st and 2nd choice? No news from them?
Click to expand...",Biz and econs.. anyway i pretty much give up using poly results to get in. gonna register for SAT.,biz and econs anyway i pretty much give up using poly results to get in gonna register for sat
380,SMU Information Systems Interview,OKK77,"May 14, 2010","agenda said:
Biz and econs.. anyway i pretty much give up using poly results to get in. gonna register for SAT.","Relevant diploma but 4th choice means... you want to get out of IT.. Honestly, take it as a blessing in disguise. If your heart's not in it, this line can suck the life out of you.",relevant diploma but 4th choice means you want to get out of it honestly take it as a blessing in disguise if your heart's not in it this line can suck the life out of you
381,SMU Information Systems Interview,agenda,"May 14, 2010","OKK77 said:
Relevant diploma but 4th choice means... you want to get out of IT.. Honestly, take it as a blessing in disguise. If your heart's not in it, this line can suck the life out of you.","after applying, something happened that i wanted to continue studying IT but then was too late",after applying something happened that i wanted to continue studying it but then was too late
382,SMU Information Systems Interview,Golden_Fox,"May 14, 2010", ,"Guys have 3 chances. My first two was small letters without the word congrats. So, be patient, as long as you know you want it, work hard, try to find out your mistakes.. For my first interview, I spoke with fear. I told myself if I'm the interviewer, I also reject myself, haha.. Anyway, for all 3 years, I placed IS as 1st and only option btw.",guys have 3 chances my first two was small letters without the word congrats so be patient as long as you know you want it work hard try to find out your mistakes for my first interview i spoke with fear i told myself if i'm the interviewer i also reject myself haha anyway for all 3 years i placed is as 1st and only option btw
383,SMU Information Systems Interview,agenda,"May 14, 2010","Golden_Fox said:
Guys have 3 chances. My first two was small letters without the word congrats. So, be patient, as long as you know you want it, work hard, try to find out your mistakes.. For my first interview, I spoke with fear. I told myself if I'm the interviewer, I also reject myself, haha.. Anyway, for all 3 years, I placed IS as 1st and only option btw.
Click to expand...","i think interview is no prob for me, the only worry is the iGP might go up altogether this year.. which is why i'm panicking right now and feeling extremely demoralised.",i think interview is no prob for me the only worry is the igp might go up altogether this year which is why i'm panicking right now and feeling extremely demoralised
384,SMU Information Systems Interview,miobox123,"May 14, 2010", ,............,
385,SMU Information Systems Interview,Gine89,"May 14, 2010", ,"Hey people! Who is going for the tea session tml? Is it important to go?
I still considering to attend anot although I already register myself there. =)","hey people who is going for the tea session tml is it important to go
i still considering to attend anot although i already register myself there =)"
386,SMU Information Systems Interview,OKK77,"May 15, 2010", ,"Must it be ""important"" for you to attend? If you have a bochup attitude, you have a bochup uni life. Up to you.","must it be ""important"" for you to attend if you have a bochup attitude you have a bochup uni life up to you"
387,SMU Information Systems Interview,angelritez,"May 15, 2010", ,miobox123 relax kay..mine still pending still....,miobox123 relax kaymine still pending still
388,SMU Information Systems Interview,littlelollipopz,"May 15, 2010", ,"Hey guys, Im still deciding whether to accept sis cuz I dont really like their IT courses, but I m very interested in taking up 2nd major (i think its compulsory) in law,, Any suggestions? Thanks",hey guys im still deciding whether to accept sis cuz i dont really like their it courses but i m very interested in taking up 2nd major (i think its compulsory) in law any suggestions thanks
389,SMU Information Systems Interview,random_person,"May 15, 2010","littlelollipopz said:
Hey guys, Im still deciding whether to accept sis cuz I dont really like their IT courses, but I m very interested in taking up 2nd major (i think its compulsory) in law,, Any suggestions? Thanks",Hmm you can try appealing to change your course?,hmm you can try appealing to change your course
390,SMU Information Systems Interview,Amancia,"May 15, 2010","littlelollipopz said:
Hey guys, Im still deciding whether to accept sis cuz I dont really like their IT courses, but I m very interested in taking up 2nd major (i think its compulsory) in law,, Any suggestions? Thanks","I believe whether or not you can take law as a second major is not completely up to you. I asked the dean, Steven Miller, about this at the interview. At SMU, you declare your second major depending on whether or not you have met the requirements to do so (i.e. successfully completed a certain number of modules for the particular major). I am unsure how the bidding system works, but the dean mentioned that sometimes it is not guaranteed that a student can get the modules (and therefore, the second major) he or she wants due to overwhelming response for the wildly popular ones.. As mentioned earlier by a senior, SIS has the highest drop out rate. Too many people go in thinking that they can smoke through the course because of its low COP. The dean himself said that he has seen many students entering SIS and regretting it. I had the opportunity to talk to a third year SIS student before the interview and he said that the workload is heavy. He even said to ""prepare to stay overnight many times at SMU if you come here"". Therefore if you dislike IT, I strongly recommend that you not take up the offer for your own sanity.","i believe whether or not you can take law as a second major is not completely up to you i asked the dean steven miller about this at the interview at smu you declare your second major depending on whether or not you have met the requirements to do so (ie successfully completed a certain number of modules for the particular major) i am unsure how the bidding system works but the dean mentioned that sometimes it is not guaranteed that a student can get the modules (and therefore the second major) he or she wants due to overwhelming response for the wildly popular ones as mentioned earlier by a senior sis has the highest drop out rate too many people go in thinking that they can smoke through the course because of its low cop the dean himself said that he has seen many students entering sis and regretting it i had the opportunity to talk to a third year sis student before the interview and he said that the workload is heavy he even said to ""prepare to stay overnight many times at smu if you come here"" therefore if you dislike it i strongly recommend that you not take up the offer for your own sanity"
391,SMU Information Systems Interview,Jamesang15,"May 16, 2010","littlelollipopz said:
Hey guys, Im still deciding whether to accept sis cuz I dont really like their IT courses, but I m very interested in taking up 2nd major (i think its compulsory) in law,, Any suggestions? Thanks",Eehmm.. if you are taking this course for the sake of it's 2nd major. It is not advisable and there will be risk involved.. You might ended up not getting the 2nd major you wanted and have to live your life hating the thing you have to do and study for entire 4 years.. You might end up losing the both end,eehmm if you are taking this course for the sake of it's 2nd major it is not advisable and there will be risk involved you might ended up not getting the 2nd major you wanted and have to live your life hating the thing you have to do and study for entire 4 years you might end up losing the both end
392,SMU Information Systems Interview,littlelollipopz,"May 16, 2010", ,Ok.. Thanks for all ur advices.. I think I most prob wont take up their offer already..,ok thanks for all ur advices i think i most prob wont take up their offer already
393,SMU Information Systems Interview,miobox123,"May 20, 2010", ,anyone pending ?,anyone pending 
394,SMU Information Systems Interview,angelritez,"May 20, 2010","miobox123 said:
anyone pending ?",ME ME! you too?,me me you too
395,SMU Information Systems Interview,polarcubs,"May 21, 2010", ,"me also pending. let's hope for the best, no matter how slim it might be.",me also pending let's hope for the best no matter how slim it might be
396,SMU Information Systems Interview,miobox123,"May 21, 2010", ,so many ppl pending... if we're really on the 'waiting list' i really wonder how smu admission handles.,so many ppl pending if we're really on the 'waiting list' i really wonder how smu admission handles
397,SMU Information Systems Interview,yan=_=P,"May 23, 2010", ,Anyone applied SMU ISM and went for the interview..and current status still processing?,anyone applied smu ism and went for the interviewand current status still processing
398,SMU Information Systems Interview,miobox123,"May 26, 2010", ,meeeeeeeeeeee,meeeeeeeeeeee
399,SMU Information Systems Interview,miobox123,"May 28, 2010", ,zzz. i think i;m on the sec acceptance.. anyone know what;s the chances? haha,zzz i think i;m on the sec acceptance anyone know what;s the chances haha
400,SMU Information Systems Interview,MarceX,"May 31, 2010", ,hmm why would they need a second acceptance..,hmm why would they need a second acceptance
401,SMU Information Systems Interview,red_devilz,"May 31, 2010","MarceX said:
hmm why would they need a second acceptance..",So that they can allocate places rejected by people to those still on the waiting list,so that they can allocate places rejected by people to those still on the waiting list
402,SMU Information Systems Interview,miobox123,"Jun 3, 2010", ,hmm.. anyone got offers yet?,hmm anyone got offers yet
403,SMU Information Systems Interview,angelritez,"Jun 3, 2010", ,hmm..miobox123.. i havent gotten any offers yet too.,hmmmiobox123 i havent gotten any offers yet too
404,SMU Information Systems Interview,miobox123,"Jun 3, 2010", ,we're in deep **** haha,we're in deep **** haha
405,SMU Information Systems Interview,angelritez,"Jun 4, 2010","miobox123 said:
we're in deep **** haha","
Yea! hopefully they are many people who rejected sis!","
yea hopefully they are many people who rejected sis"
406,SMU Information Systems Interview,MarceX,"Jun 9, 2010", ,seems like more jc students being accepted in SIS than poly.,seems like more jc students being accepted in sis than poly
407,SMU Information Systems Interview,MarceX,"Jun 15, 2010", ,For those who entered what are your grades like ? or do you all have any extra certs?,for those who entered what are your grades like  or do you all have any extra certs
408,SMU Information Systems Interview,Amancia,"Jun 15, 2010","MarceX said:
For those who entered what are your grades like ? or do you all have any extra certs?","If it helps you, I have a GPA 3.75. I also have a specialist diploma done concurrently with my main and I have a GPA of 3.93 for that one. I do not know if it matters to SMU, but I do have decent CCA records as well. If you have yet to receive a rejection, you are very likely to be on the waiting list. Good luck!",if it helps you i have a gpa 375 i also have a specialist diploma done concurrently with my main and i have a gpa of 393 for that one i do not know if it matters to smu but i do have decent cca records as well if you have yet to receive a rejection you are very likely to be on the waiting list good luck
409,SMU Information Systems Interview,culture_counter,"Jun 15, 2010", ,but it's pretty late now. 22nd june is the deadline for 2nd window of acceptance! nothing? no response? still pending?,but it's pretty late now 22nd june is the deadline for 2nd window of acceptance nothing no response still pending
410,SMU Information Systems Interview,edwin146234,"Jun 15, 2010","culture_counter said:
but it's pretty late now. 22nd june is the deadline for 2nd window of acceptance! nothing? no response? still pending?","My friend's bf had received a letter from SMU last friday, telling him that he got rejected... But I have not yet received any reply from SMU yet... I am crossing my fingers...",my friend's bf had received a letter from smu last friday telling him that he got rejected but i have not yet received any reply from smu yet i am crossing my fingers
411,SMU Information Systems Interview,littlelollipopz,"Jun 18, 2010","MarceX said:
For those who entered what are your grades like ? or do you all have any extra certs?","grades are 3.4x, maybe did well during interview.. But in the end rejected smu's offer.",grades are 34x maybe did well during interview but in the end rejected smu's offer
412,SMU Information Systems Interview,gleeky7,"Jun 20, 2010","MarceX said:
For those who entered what are your grades like ? or do you all have any extra certs?","i got in.. my applicatn was last year 2009. GPA? decent enuff arh. Certs ar? Good conduct award? jkjk.. anyway, going in IS in 2011.. can't wait to go uni.. army no fun ar.. haha",i got in my applicatn was last year 2009 gpa decent enuff arh certs ar good conduct award jkjk anyway going in is in 2011 can't wait to go uni army no fun ar haha
413,SMU Information Systems Interview,Golden_Fox,"Jun 20, 2010", ,"I scored 3.5, NYP Dip in IT. The only cert I had is Java cert. This year was my third try. A success! Going to start lesson this year.",i scored 35 nyp dip in it the only cert i had is java cert this year was my third try a success going to start lesson this year
414,SMU Information Systems Interview,angelritez,"Jun 24, 2010", ,"Hi, i just got accepted into sis after appeal. Just wondering whether it is true that the project workload would be so high such that you will need to stay overnight in school quite often?",hi i just got accepted into sis after appeal just wondering whether it is true that the project workload would be so high such that you will need to stay overnight in school quite often
415,SMU Information Systems Interview,agenda,"Jun 24, 2010", ,"Hi, I'm given a place in 2012. I only received letter of offer through email and post with no other instructions. Do I need to pay the $200 confirmation and school fees this year or matriculating year?",hi i'm given a place in 2012 i only received letter of offer through email and post with no other instructions do i need to pay the $200 confirmation and school fees this year or matriculating year
416,SMU Information Systems Interview,snsdFTW,"Apr 8, 2013", ,"Whole interview process as of 080413. ok guys, gonna share with you my experience. i can say it's kind of fun during the interview itself as u get to listen other ppl's opinion. and i assure you everyone has their way of thinking. no right and wrong.. so firstly, you'll be given a paper to write down all your strength talents motivation leadership and so on, basically list an example of each quality. next, instead of an article, it has been changed to some individual project thingy where u have to come up with an idea to make a website and you have to draw it and like explain to the prof what are your strategies in drawing customers and stuff.(my topic was on travel agencies)
and then lastly they ask you to analyse an estimation question.
this whole half hr u haven even see the profs yet!. nxt you will then get to see them and then they'll start by asking u to present your ideas. nxt comes the estimation question like how many public bus stop in singapore(again). then comes q and a where u ask them and they ask you stuff.. just talk and talk only. and a few laughters. good luck to the rest taking the interview! typed this after i got home from it. hoping for the best.","whole interview process as of 080413 ok guys gonna share with you my experience i can say it's kind of fun during the interview itself as u get to listen other ppl's opinion and i assure you everyone has their way of thinking no right and wrong so firstly you'll be given a paper to write down all your strength talents motivation leadership and so on basically list an example of each quality next instead of an article it has been changed to some individual project thingy where u have to come up with an idea to make a website and you have to draw it and like explain to the prof what are your strategies in drawing customers and stuff(my topic was on travel agencies)
and then lastly they ask you to analyse an estimation question
this whole half hr u haven even see the profs yet nxt you will then get to see them and then they'll start by asking u to present your ideas nxt comes the estimation question like how many public bus stop in singapore(again) then comes q and a where u ask them and they ask you stuff just talk and talk only and a few laughters good luck to the rest taking the interview typed this after i got home from it hoping for the best"
